lat,lon,year,dpe_class,adresse,consumption_kwh,surface_m2,num_dpe_records
48.824001,2.350426,2023,E,59 RUE DE LA COLONIE,1419.7333333333331,44.0,7
48.842457,2.285189,2023,D,79 RUE DE LA CONVENTION,3788.379310344827,47.1,1
48.842698,2.284658,2023,E,73 RUE DE LA CONVENTION,1473.9142857142858,40.0,13
48.848324,2.299607,2019,E,150 BOULEVARD DE GRENELLE,2860.5882352941176,28.8,1
48.836215,2.300461,2023,E,221 RUE DE LA CONVENTION,2240.74,50.2,1
48.846379,2.408423,2022,F,40 RUE DE LA VOUTE,3648.3972602739727,27.1,1
48.853041,2.286923,2019,D,25 QUAI DE GRENELLE,3284.8,65.7,1
48.875507,2.316915,2022,D,42 RUE DE LABORDE,2261.0625,35.1,1
48.846262,2.299002,2023,C,36 RUE DE LA CROIX NIVERT,1874.928571428572,64.8,8
48.884062,2.380149,2022,C,31 AVENUE DE LAUMIERE,4277.75,30.0,1
48.846674,2.280452,2019,G,17 RUE DE JAVEL,1643.3488372093022,63.4,1
48.827985,2.319954,2019,C,82 RUE DE L ABBE CARTON,6680.8,67.9,1
48.853481,2.295089,2023,D,56 RUE DE LA FEDERATION,3061.0232558139537,21.4,1
48.838031,2.298754,2019,E,90 RUE DE L ABBE GROULT,2238.208333333333,46.6,1
48.86675,2.369689,2023,E,88 RUE DE LA FOLIE MERICOURT,2519.9206349206347,32.0,1
48.866608,2.369814,2023,E,86 RUE DE LA FOLIE MERICOURT,3123.24,51.6,1
48.866488,2.369921,2023,F,84 RUE DE LA FOLIE MERICOURT,2920.768115942029,29.8,1
48.842589,2.293869,2019,F,18 RUE DE L ABBE GROULT,2459.714285714286,11.6,1
48.852189,2.357673,2021,E,29 QUAI D ANJOU,7438.2,0.0,1
48.868007,2.373208,2023,D,50 RUE DE LA FONTAINE AU ROI,2021.4444444444443,14.3,1
48.894753,2.337044,2020,F,99 RUE DAMREMONT,4785.64705882353,96.0,1
48.849099,2.302909,2022,D,20 AVENUE DE LOWENDAL,2389.684210526316,133.0,1
48.845354,2.299046,2019,E,12 RUE DE L AMIRAL ROUSSIN,3043.74025974026,26.6,1
48.841215,2.335799,2021,D,134 RUE D ASSAS,1254.2631578947369,29.0,1
48.893829,2.384657,2023,C,11 QUAI DE LA GIRONDE,1254.1935483870968,55.6,1
48.8925,2.335445,2020,D,69 B RUE DAMREMONT,3915.863636363637,18.950000000000003,2
48.88608,2.366439,2021,E,36 RUE D AUBERVILLIERS,3292.5263157894738,29.9,1
48.867565,2.366288,2022,D,54 RUE DE MALTE,2641.0,66.4,1
48.879936,2.350078,2022,E,69 RUE DE MAUBEUGE,1768.1,11.3,1
48.838742,2.398495,2020,G,209 AVENUE DAUMESNIL,3497.448275862069,43.2,1
48.843601,2.382628,2020,C,86 AVENUE DAUMESNIL,1861.032258064516,109.7,1
48.885687,2.381986,2022,D,118 RUE DE MEAUX,2526.28,32.6,1
48.871875,2.389897,2023,D,57 RUE DE LA MARE,2456.96,19.6,1
48.854695,2.370867,2020,F,16 RUE DAVAL,2527.487804878049,16.7,1
48.839598,2.358229,2019,E,5 RUE DE L ESSAI,3137.909090909091,39.5,1
48.848044,2.348449,2023,F,34 RUE DE LA MONTAGNE STE GENEVIEVE,3140.3653846153848,26.1,1
48.855033,2.306305,2023,C,38 AVENUE DE LA MOTTE PICQUET,7572.782608695652,122.0,1
48.880516,2.315294,2022,E,101 RUE DE MIROMESNIL,2554.708333333333,23.2,1
48.890843,2.325986,2020,D,6 RUE DAVY,3505.25,36.9,1
48.866134,2.334474,2019,E,22 AVENUE DE L OPERA,2023.3,19.2,1
48.833329,2.314195,2019,D,124 RUE DE L OUEST,1822.103448275862,26.0,1
48.850374,2.391279,2022,E,68 RUE DE MONTREUIL,1920.142857142857,28.6,1
48.850366,2.38868,2022,D,48 RUE DE MONTREUIL,947.6285714285714,63.3,1
48.868909,2.297066,2020,G,13 RUE DE BASSANO,3201.181818181818,8.7,1
48.894753,2.337044,2021,F,99 RUE DAMREMONT,5058.555555555556,96.0,1
48.850656,2.393894,2022,D,101 RUE DE MONTREUIL,3609.076923076923,82.8,1
48.861214,2.307136,2019,F,160 RUE DE L UNIVERSITE,3261.0625,132.2,1
48.861213,2.308577,2019,C,150 RUE DE L UNIVERSITE,1992.0857142857144,180.4,1
48.8925,2.335445,2021,D,69 B RUE DAMREMONT,3985.0434782608695,18.950000000000003,2
48.892806,2.380335,2022,C,47 RUE DE NANTES,3760.24,48.0,3
48.867306,2.382504,2020,E,1 BOULEVARD DE BELLEVILLE,3510.294117647059,37.9,1
48.840197,2.305501,2023,E,7 RUE DE LA PROCESSION,3153.2380952380954,64.8,1
48.875156,2.394919,2020,D,204 RUE DE BELLEVILLE,5226.326086956522,23.4,1
48.875507,2.390318,2020,D,149 RUE DE BELLEVILLE,4005.8,74.6,1
48.843601,2.382628,2021,C,86 AVENUE DAUMESNIL,2013.0,109.7,1
48.838742,2.398495,2021,G,209 AVENUE DAUMESNIL,3914.071428571429,43.2,1
48.874586,2.307885,2020,D,47 RUE DE BERRI,3223.304347826087,89.4,1
48.856889,2.378371,2023,C,112 RUE DE LA ROQUETTE,2037.4166666666667,15.9,1
48.845436,2.402267,2022,E,70 BOULEVARD DE PICPUS,3481.208333333333,47.3,1
48.854695,2.370867,2021,F,16 RUE DAVAL,2662.170731707317,16.7,1
48.823907,2.349486,2019,D,66 RUE DE LA COLONIE,4608.631578947368,27.5,1
48.824001,2.350426,2019,E,59 RUE DE LA COLONIE,1506.627118644068,44.0,7
48.890843,2.325986,2021,D,6 RUE DAVY,4608.0,36.9,1
48.836215,2.300461,2019,E,221 RUE DE LA CONVENTION,2824.958333333333,50.2,1
48.837953,2.343058,2022,G,85 BOULEVARD DE PORT ROYAL,3173.44,44.9,1
48.842457,2.285189,2019,D,79 RUE DE LA CONVENTION,4605.517241379311,47.1,1
48.842698,2.284658,2019,E,73 RUE DE LA CONVENTION,1709.8157894736842,40.0,13
48.868909,2.297066,2021,G,13 RUE DE BASSANO,3333.288888888889,8.7,1
48.833912,2.394725,2020,F,309 RUE DE CHARENTON,2750.9523809523807,35.1,1
48.845248,2.325406,2022,F,153 RUE DE RENNES,1849.1739130434785,28.1,1
48.846262,2.299002,2019,C,36 RUE DE LA CROIX NIVERT,2426.8125,64.8,8
48.867306,2.382504,2021,E,1 BOULEVARD DE BELLEVILLE,3663.627450980392,37.9,1
48.875156,2.394919,2021,D,204 RUE DE BELLEVILLE,5566.065217391304,23.4,1
48.846379,2.408423,2023,F,40 RUE DE LA VOUTE,3459.671232876712,27.1,1
48.853481,2.295089,2019,D,56 RUE DE LA FEDERATION,3267.367816091954,21.4,1
48.875507,2.390318,2021,D,149 RUE DE BELLEVILLE,5168.416666666667,74.6,1
48.875507,2.316915,2023,D,42 RUE DE LABORDE,2469.1875,35.1,1
48.850961,2.398246,2020,G,31 BOULEVARD DE CHARONNE,3044.3888888888887,21.3,1
48.86675,2.369689,2019,E,88 RUE DE LA FOLIE MERICOURT,3215.95,32.0,1
48.855576,2.390613,2020,F,156 RUE DE CHARONNE,3155.8064516129034,27.1,1
48.866608,2.369814,2019,E,86 RUE DE LA FOLIE MERICOURT,3662.1153846153848,51.6,1
48.866488,2.369921,2019,F,84 RUE DE LA FOLIE MERICOURT,3110.297297297297,29.8,1
48.874586,2.307885,2021,D,47 RUE DE BERRI,3301.681818181818,89.4,1
48.884062,2.380149,2023,C,31 AVENUE DE LAUMIERE,4427.121951219512,30.0,1
48.868007,2.373208,2019,D,50 RUE DE LA FONTAINE AU ROI,2252.785123966942,14.3,1
48.829997,2.357215,2020,E,180 AVENUE DE CHOISY,1805.456310679612,49.6,1
48.893829,2.384657,2019,C,11 QUAI DE LA GIRONDE,1431.3333333333333,55.6,1
48.849099,2.302909,2023,D,20 AVENUE DE LOWENDAL,2415.058823529412,133.0,1
48.863111,2.350552,2022,D,61 BOULEVARD DE SEBASTOPOL,2100.0,40.5,1
48.833912,2.394725,2021,F,309 RUE DE CHARENTON,3041.731707317073,35.1,1
48.871875,2.389897,2019,D,57 RUE DE LA MARE,2225.296296296296,19.6,1
48.867565,2.366288,2023,D,54 RUE DE MALTE,2648.9375,66.4,1
48.833805,2.228557,2022,E,56 RUE DE SEVRES,3866.428571428572,80.9,1
48.879936,2.350078,2023,E,69 RUE DE MAUBEUGE,2013.368421052632,11.3,1
48.848044,2.348449,2019,F,34 RUE DE LA MONTAGNE STE GENEVIEVE,3717.0,26.1,1
48.850961,2.398246,2021,G,31 BOULEVARD DE CHARONNE,2596.6666666666665,21.3,1
48.855033,2.306305,2019,C,38 AVENUE DE LA MOTTE PICQUET,9206.695652173914,122.0,1
48.885687,2.381986,2023,D,118 RUE DE MEAUX,2747.56,32.6,1
48.855576,2.390613,2021,F,156 RUE DE CHARONNE,3312.3870967741937,27.1,1
48.882466,2.386284,2020,D,84 RUE DE CRIMEE,4630.895522388059,46.4,1
48.865241,2.388783,2022,C,23 RUE DE TLEMCEN,1384.1666666666667,55.0,1
48.829997,2.357215,2021,E,180 AVENUE DE CHOISY,1744.421568627451,49.6,1
48.880516,2.315294,2023,E,101 RUE DE MIROMESNIL,3328.391304347826,23.2,1
48.836802,2.401812,2020,E,66 RUE DE FECAMP,3372.6363636363635,97.3,1
48.850374,2.391279,2023,E,68 RUE DE MONTREUIL,1891.5333333333333,28.6,1
48.840197,2.305501,2019,E,7 RUE DE LA PROCESSION,4173.52,64.8,1
48.850366,2.38868,2023,D,48 RUE DE MONTREUIL,913.2222222222222,63.3,1
48.891358,2.361952,2022,E,38 RUE DE TORCY,1928.377049180328,20.6,1
48.850656,2.393894,2023,D,101 RUE DE MONTREUIL,3526.923076923077,82.8,1
48.892806,2.380335,2023,C,47 RUE DE NANTES,2944.72,48.0,3
48.856889,2.378371,2019,C,112 RUE DE LA ROQUETTE,2251.083333333333,15.9,1
48.848324,2.299607,2020,E,150 BOULEVARD DE GRENELLE,2961.4897959183672,28.8,1
48.853041,2.286923,2020,D,25 QUAI DE GRENELLE,2605.3125,65.7,1
48.882466,2.386284,2021,D,84 RUE DE CRIMEE,4925.373134328358,46.4,1
48.845436,2.402267,2023,E,70 BOULEVARD DE PICPUS,3368.304347826087,47.3,1
48.846674,2.280452,2020,G,17 RUE DE JAVEL,1677.3625730994152,63.4,1
48.841795,2.308653,2022,E,190 RUE DE VAUGIRARD,3095.038461538461,34.4,1
48.827985,2.319954,2020,C,82 RUE DE L ABBE CARTON,6268.725,67.9,1
48.83627,2.294575,2022,D,373 B RUE DE VAUGIRARD,2367.833333333333,51.0,1
48.838031,2.298754,2020,E,90 RUE DE L ABBE GROULT,2505.8,46.6,1
48.846407,2.272441,2022,D,70 AVENUE DE VERSAILLES,1820.909090909091,108.1,1
48.837953,2.343058,2023,G,85 BOULEVARD DE PORT ROYAL,2904.176470588235,44.9,1
48.842589,2.293869,2020,F,18 RUE DE L ABBE GROULT,2191.785714285714,11.6,1
48.836802,2.401812,2021,E,66 RUE DE FECAMP,3469.7272727272725,97.3,1
48.845354,2.299046,2020,E,12 RUE DE L AMIRAL ROUSSIN,2773.6493506493507,26.6,1
48.845248,2.325406,2023,F,153 RUE DE RENNES,1857.1739130434785,28.1,1
48.847421,2.402424,2022,E,40 COURS DE VINCENNES,2741.75,36.4,1
48.846379,2.408423,2019,F,40 RUE DE LA VOUTE,3849.3611111111113,27.1,1
48.875507,2.316915,2019,D,42 RUE DE LABORDE,2788.0,35.1,1
48.836976,2.392129,2022,D,3 RUE DE WATTIGNIES,2891.743119266055,12.8,1
48.848324,2.299607,2021,E,150 BOULEVARD DE GRENELLE,3096.7843137254904,28.8,1
48.884062,2.380149,2019,C,31 AVENUE DE LAUMIERE,5250.658536585366,30.0,1
48.853041,2.286923,2021,D,25 QUAI DE GRENELLE,2881.5,65.7,1
48.841843,2.328601,2022,G,8 RUE DELAMBRE,2048.1666666666665,23.5,1
48.840933,2.327534,2022,F,9 SQUARE DELAMBRE,1852.190476190476,50.4,1
48.841198,2.327451,2022,E,5 SQUARE DELAMBRE,1664.7916666666667,48.6,1
48.858927,2.285481,2022,D,6 T BOULEVARD DELESSERT,2479.4375,34.7,1
48.846674,2.280452,2021,G,17 RUE DE JAVEL,1619.9766081871346,63.4,1
48.839598,2.358229,2020,E,5 RUE DE L ESSAI,2881.969696969697,39.5,1
48.827985,2.319954,2021,C,82 RUE DE L ABBE CARTON,6389.95,67.9,1
48.838031,2.298754,2021,E,90 RUE DE L ABBE GROULT,2168.92,46.6,1
48.842589,2.293869,2021,F,18 RUE DE L ABBE GROULT,2929.214285714286,11.6,1
48.849099,2.302909,2019,D,20 AVENUE DE LOWENDAL,2101.681818181818,133.0,1
48.866134,2.334474,2020,E,22 AVENUE DE L OPERA,2000.942857142857,19.2,1
48.833329,2.314195,2020,D,124 RUE DE L OUEST,1868.206896551724,26.0,1
48.861214,2.307136,2020,F,160 RUE DE L UNIVERSITE,3019.4117647058824,132.2,1
48.845354,2.299046,2021,E,12 RUE DE L AMIRAL ROUSSIN,3102.12987012987,26.6,1
48.861213,2.308577,2020,C,150 RUE DE L UNIVERSITE,2014.764705882353,180.4,1
48.863111,2.350552,2023,D,61 BOULEVARD DE SEBASTOPOL,1896.9,40.5,1
48.883261,2.323845,2022,E,2 RUE DES BATIGNOLLES,2571.169811320755,29.5,1
48.867565,2.366288,2019,D,54 RUE DE MALTE,3165.555555555556,66.4,1
48.879936,2.350078,2019,E,69 RUE DE MAUBEUGE,2312.7,11.3,1
48.833805,2.228557,2023,E,56 RUE DE SEVRES,3715.642857142857,80.9,1
48.885687,2.381986,2019,D,118 RUE DE MEAUX,2909.310344827586,32.6,1
48.852106,2.333755,2022,C,13 RUE DES CANETTES,2661.521739130435,22.9,1
48.880516,2.315294,2019,E,101 RUE DE MIROMESNIL,3285.76,23.2,1
48.839598,2.358229,2021,E,5 RUE DE L ESSAI,3230.40625,39.5,1
48.865241,2.388783,2023,C,23 RUE DE TLEMCEN,1317.6666666666667,55.0,1
48.823907,2.349486,2020,D,66 RUE DE LA COLONIE,4866.833333333333,27.5,1
48.824001,2.350426,2020,E,59 RUE DE LA COLONIE,1569.4827586206898,44.0,7
48.883692,2.320636,2022,C,60 RUE DES DAMES,2070.294117647059,52.3,1
48.882503,2.316584,2022,E,123 RUE DES DAMES,3379.266666666667,29.9,1
48.836215,2.300461,2020,E,221 RUE DE LA CONVENTION,2905.659574468085,50.2,1
48.882688,2.316821,2022,C,104 RUE DES DAMES,2899.5714285714284,36.5,1
48.850656,2.393894,2019,D,101 RUE DE MONTREUIL,3755.285714285714,82.8,1
48.850374,2.391279,2019,E,68 RUE DE MONTREUIL,2359.5333333333333,28.6,1
48.842457,2.285189,2020,D,79 RUE DE LA CONVENTION,4598.103448275862,47.1,1
48.842698,2.284658,2020,E,73 RUE DE LA CONVENTION,1788.3243243243244,40.0,13
48.850366,2.38868,2019,D,48 RUE DE MONTREUIL,1000.4285714285714,63.3,1
48.866134,2.334474,2021,E,22 AVENUE DE L OPERA,1886.9444444444443,19.2,1
48.891358,2.361952,2023,E,38 RUE DE TORCY,1897.88524590164,20.6,1
48.833329,2.314195,2021,D,124 RUE DE L OUEST,1997.0689655172407,26.0,1
48.872309,2.38814,2022,E,44 RUE DES ENVIERGES,1174.4375,30.0,1
48.872701,2.388819,2022,D,39 RUE DES ENVIERGES,2052.3142857142857,16.7,1
48.892806,2.380335,2019,C,47 RUE DE NANTES,3461.25,48.0,3
48.846262,2.299002,2020,C,36 RUE DE LA CROIX NIVERT,2012.6,64.8,8
48.86244,2.365279,2022,D,7 RUE DES FILLES DU CALVAIRE,2403.872340425532,21.5,1
48.861214,2.307136,2021,F,160 RUE DE L UNIVERSITE,3085.8125,132.2,1
48.861213,2.308577,2021,C,150 RUE DE L UNIVERSITE,1856.0,180.4,1
48.85734,2.36137,2022,E,29 RUE DES FRANCS BOURGEOIS,2942.1176470588234,35.0,1
48.853481,2.295089,2020,D,56 RUE DE LA FEDERATION,2949.9186046511627,21.4,1
48.834188,2.35398,2022,D,59 AVENUE DES GOBELINS,5961.862068965517,35.3,1
48.833689,2.353696,2022,E,56 AVENUE DES GOBELINS,2377.84,22.3,1
48.86675,2.369689,2020,E,88 RUE DE LA FOLIE MERICOURT,3082.88524590164,32.0,1
48.866608,2.369814,2020,E,86 RUE DE LA FOLIE MERICOURT,3411.730769230769,51.6,1
48.866488,2.369921,2020,F,84 RUE DE LA FOLIE MERICOURT,2970.8783783783783,29.8,1
48.845436,2.402267,2019,E,70 BOULEVARD DE PICPUS,4078.2916666666665,47.3,1
48.868007,2.373208,2020,D,50 RUE DE LA FONTAINE AU ROI,2065.428571428572,14.3,1
48.841795,2.308653,2023,E,190 RUE DE VAUGIRARD,3378.4615384615386,34.4,1
48.83627,2.294575,2023,D,373 B RUE DE VAUGIRARD,2404.833333333333,51.0,1
48.893829,2.384657,2020,C,11 QUAI DE LA GIRONDE,1473.090909090909,55.6,1
48.823907,2.349486,2021,D,66 RUE DE LA COLONIE,5165.052631578948,27.5,1
48.824001,2.350426,2021,E,59 RUE DE LA COLONIE,1488.8333333333333,44.0,7
48.846407,2.272441,2023,D,70 AVENUE DE VERSAILLES,1789.2,108.1,1
48.837953,2.343058,2019,G,85 BOULEVARD DE PORT ROYAL,3037.244897959184,44.9,1
48.842457,2.285189,2021,D,79 RUE DE LA CONVENTION,4894.862068965517,47.1,1
48.842698,2.284658,2021,E,73 RUE DE LA CONVENTION,1555.9166666666667,40.0,13
48.850823,2.407427,2022,C,42 RUE DES MARAICHERS,6404.227272727273,44.5,1
48.836215,2.300461,2021,E,221 RUE DE LA CONVENTION,3101.1428571428573,50.2,1
48.849121,2.407781,2022,D,18 RUE DES MARAICHERS,1715.9302325581396,0.0,1
48.868403,2.384504,2022,D,34 RUE DES MARONITES,3530.25,75.0,1
48.847421,2.402424,2023,E,40 COURS DE VINCENNES,2747.625,36.4,1
48.845248,2.325406,2019,F,153 RUE DE RENNES,2847.9565217391305,28.1,1
48.846262,2.299002,2021,C,36 RUE DE LA CROIX NIVERT,2178.8125,64.8,8
48.893417,2.323453,2022,G,122 RUE DES MOINES,3021.846153846154,23.9,1
48.871875,2.389897,2020,D,57 RUE DE LA MARE,2613.814814814815,19.6,1
48.833717,2.298255,2022,C,27 RUE DES MORILLONS,3026.25,12.7,1
48.848044,2.348449,2020,F,34 RUE DE LA MONTAGNE STE GENEVIEVE,3352.903846153846,26.1,1
48.836976,2.392129,2023,D,3 RUE DE WATTIGNIES,2856.2454545454543,12.8,1
48.853481,2.295089,2021,D,56 RUE DE LA FEDERATION,3148.2386363636365,21.4,1
48.855033,2.306305,2020,C,38 AVENUE DE LA MOTTE PICQUET,8101.086956521739,122.0,1
48.830526,2.297591,2022,C,9 RUE DES PERICHAUX,1549.4222222222222,58.0,9
48.841843,2.328601,2023,G,8 RUE DELAMBRE,2070.0416666666665,23.5,1
48.86675,2.369689,2021,E,88 RUE DE LA FOLIE MERICOURT,3326.2833333333333,32.0,1
48.866608,2.369814,2021,E,86 RUE DE LA FOLIE MERICOURT,3655.076923076923,51.6,1
48.866488,2.369921,2021,F,84 RUE DE LA FOLIE MERICOURT,3405.9189189189187,29.8,1
48.840933,2.327534,2023,F,9 SQUARE DELAMBRE,1751.2272727272727,50.4,1
48.841198,2.327451,2023,E,5 SQUARE DELAMBRE,1665.0,48.6,1
48.858927,2.285481,2023,D,6 T BOULEVARD DELESSERT,2502.3529411764707,34.7,1
48.868007,2.373208,2021,D,50 RUE DE LA FONTAINE AU ROI,2253.6068376068374,14.3,1
48.893829,2.384657,2021,C,11 QUAI DE LA GIRONDE,1429.1515151515152,55.6,1
48.826271,2.371537,2024,D,62 RUE ALBERT,2546.767441860465,42.6,1
48.840197,2.305501,2020,E,7 RUE DE LA PROCESSION,4324.6,64.8,1
48.863857,2.399463,2022,D,196 RUE DES PYRENEES,2715.8571428571427,57.6,1
48.860799,2.400385,2022,F,181 RUE DES PYRENEES,2562.714285714286,31.0,1
48.860312,2.401044,2022,D,158 RUE DES PYRENEES,3479.333333333333,25.9,1
48.854243,2.404984,2022,E,89 A RUE DES PYRENEES,3889.492307692308,35.3,1
48.883261,2.323845,2023,E,2 RUE DES BATIGNOLLES,2437.078431372549,29.5,1
48.827943,2.349158,2024,F,6 RUE ALPHAND,2241.2,21.1,1
48.865997,2.283763,2022,E,13 RUE DES SABLONS,1226.8,28.5,1
48.856889,2.378371,2020,C,112 RUE DE LA ROQUETTE,3062.04,15.9,1
48.871875,2.389897,2021,D,57 RUE DE LA MARE,2962.222222222222,19.6,1
48.863111,2.350552,2019,D,61 BOULEVARD DE SEBASTOPOL,2203.1,40.5,1
48.848044,2.348449,2021,F,34 RUE DE LA MONTAGNE STE GENEVIEVE,3812.8653846153848,26.1,1
48.855033,2.306305,2021,C,38 AVENUE DE LA MOTTE PICQUET,8793.130434782608,122.0,1
48.883801,2.337593,2024,F,21 RUE ANDRE ANTOINE,2686.333333333333,21.1,1
48.852106,2.333755,2023,C,13 RUE DES CANETTES,2530.590909090909,22.9,1
48.833805,2.228557,2019,E,56 RUE DE SEVRES,3859.625,80.9,1
48.838962,2.360337,2022,E,8 RUE DES WALLONS,3297.333333333333,49.8,1
48.84704,2.271639,2024,G,4 RUE ANTOINE ROUCHER,3963.4857142857145,50.6,1
48.850581,2.376774,2024,E,7 RUE ANTOINE VOLLON,1670.7692307692307,64.1,1
48.892898,2.376168,2024,E,68 RUE ARCHEREAU,1419.2222222222222,70.9,1
48.883692,2.320636,2023,C,60 RUE DES DAMES,2042.2121212121208,52.3,1
48.882503,2.316584,2023,E,123 RUE DES DAMES,3206.6363636363635,29.9,1
48.882688,2.316821,2023,C,104 RUE DES DAMES,3032.964285714286,36.5,1
48.846446,2.380238,2022,E,58 BOULEVARD DIDEROT,2175.6052631578946,21.3,1
48.8825,2.380039,2024,E,11 RUE ARMAND CARREL,2668.190476190476,30.3,1
48.865241,2.388783,2019,C,23 RUE DE TLEMCEN,1596.575,55.0,1
48.828228,2.315696,2022,D,92 RUE DIDOT,3456.9444444444443,26.0,1
48.840197,2.305501,2021,E,7 RUE DE LA PROCESSION,4575.08,64.8,1
48.835404,2.301433,2022,D,54 RUE DOMBASLE,2562.04,30.0,1
48.83554,2.299987,2022,E,44 RUE DOMBASLE,2454.074074074074,41.7,1
48.872309,2.38814,2023,E,44 RUE DES ENVIERGES,1169.5625,30.0,1
48.872701,2.388819,2023,D,39 RUE DES ENVIERGES,2209.029411764706,16.7,1
48.868674,2.371443,2024,G,8 RUE AUGUSTE BARBIER,2852.0,17.2,1
48.846379,2.408423,2020,F,40 RUE DE LA VOUTE,3822.506849315069,27.1,1
48.875507,2.316915,2020,D,42 RUE DE LABORDE,2507.9375,35.1,1
48.891358,2.361952,2019,E,38 RUE DE TORCY,2177.5666666666666,20.6,1
48.86244,2.365279,2023,D,7 RUE DES FILLES DU CALVAIRE,2440.7916666666665,21.5,1
48.85734,2.36137,2023,E,29 RUE DES FRANCS BOURGEOIS,2665.9714285714285,35.0,1
48.856889,2.378371,2021,C,112 RUE DE LA ROQUETTE,3459.92,15.9,1
48.884062,2.380149,2020,C,31 AVENUE DE LAUMIERE,4991.641025641025,30.0,1
48.834188,2.35398,2023,D,59 AVENUE DES GOBELINS,6084.862068965517,35.3,1
48.833689,2.353696,2023,E,56 AVENUE DES GOBELINS,2539.04,22.3,1
48.872419,2.373762,2022,E,16 RUE DU BUISSON SAINT LOUIS,2182.061728395062,0.0,1
48.889399,2.349813,2024,C,76 BOULEVARD BARBES,1189.741935483871,73.8,1
48.853572,2.394006,2022,C,48 PASSAGE DU BUREAU,2389.815789473684,18.6,1
48.886222,2.349322,2024,F,23 BOULEVARD BARBES,3010.866666666667,42.6,1
48.825449,2.346492,2024,D,66 RUE BARRAULT,3071.029411764706,30.0,1
48.841795,2.308653,2019,E,190 RUE DE VAUGIRARD,3426.259259259259,34.4,1
48.849099,2.302909,2020,D,20 AVENUE DE LOWENDAL,2287.090909090909,133.0,1
48.879312,2.29516,2024,E,10 RUE BAYEN,4328.533333333334,59.2,1
48.850823,2.407427,2023,C,42 RUE DES MARAICHERS,6217.272727272727,44.5,1
48.849121,2.407781,2023,D,18 RUE DES MARAICHERS,1581.0232558139537,0.0,1
48.868403,2.384504,2023,D,34 RUE DES MARONITES,3808.8947368421054,75.0,1
48.83627,2.294575,2019,D,373 B RUE DE VAUGIRARD,2344.153846153846,51.0,1
48.824201,2.329404,2024,D,23 RUE BEAUNIER,2961.6521739130435,22.7,1
48.846161,2.320351,2022,D,109 RUE DU CHERCHE MIDI,1398.439393939394,42.6,1
48.867565,2.366288,2020,D,54 RUE DE MALTE,2225.833333333333,66.4,1
48.825799,2.378078,2022,E,9 RUE DU CHEVALERET,1501.8965517241377,42.5,26
48.846379,2.408423,2021,F,40 RUE DE LA VOUTE,4088.608108108108,27.1,1
48.84738,2.378919,2024,G,13 RUE BECCARIA,3446.2444444444445,52.1,1
48.846407,2.272441,2019,D,70 AVENUE DE VERSAILLES,1688.5172413793102,108.1,1
48.893417,2.323453,2023,G,122 RUE DES MOINES,2960.3076923076924,23.9,1
48.875507,2.316915,2021,D,42 RUE DE LABORDE,2634.71875,35.1,1
48.879936,2.350078,2020,E,69 RUE DE MAUBEUGE,2372.05,11.3,1
48.881599,2.288221,2019,F,12 AVENUE DE VERZY,4925.4,10.8,1
48.833717,2.298255,2023,C,27 RUE DES MORILLONS,2883.583333333333,12.7,1
48.885687,2.381986,2020,D,118 RUE DE MEAUX,2692.2413793103447,32.6,1
48.831369,2.322829,2024,F,19 RUE BENARD,2589.0,26.2,1
48.831269,2.323093,2024,F,15 RUE BENARD,1854.45,30.7,1
48.828487,2.331513,2022,G,8 RUE DU COMMANDEUR,754.1818181818181,34.5,1
48.884062,2.380149,2021,C,31 AVENUE DE LAUMIERE,5255.195121951219,30.0,1
48.830526,2.297591,2023,C,9 RUE DES PERICHAUX,1475.1739130434785,58.0,9
48.886735,2.295984,2024,E,160 BOULEVARD BERTHIER,970.8125,54.0,1
48.880516,2.315294,2020,E,101 RUE DE MIROMESNIL,3104.68,23.2,1
48.827793,2.373717,2022,E,62 RUE DU DESSOUS DES BERGES,1963.928571428572,30.0,23
48.836976,2.392129,2019,D,3 RUE DE WATTIGNIES,3033.211009174312,12.8,1
48.828936,2.332865,2024,E,3 RUE BEZOUT,3175.823529411765,42.4,1
48.843001,2.405427,2022,E,30 AVENUE DU DOCTEUR ARNOLD NETTER,1789.928571428571,54.4,1
48.870955,2.368302,2024,E,23 RUE BICHAT,3695.709677419354,29.1,1
48.852497,2.287892,2022,D,11 RUE DU DOCTEUR FINLAY,1534.72,65.3,1
48.841843,2.328601,2019,G,8 RUE DELAMBRE,2636.25,23.5,1
48.840933,2.327534,2019,F,9 SQUARE DELAMBRE,1828.44,50.4,1
48.841198,2.327451,2019,E,5 SQUARE DELAMBRE,1988.9259259259256,48.6,1
48.850656,2.393894,2020,D,101 RUE DE MONTREUIL,3520.0714285714284,82.8,1
48.858927,2.285481,2019,D,6 T BOULEVARD DELESSERT,2654.4210526315787,34.7,1
48.849099,2.302909,2021,D,20 AVENUE DE LOWENDAL,2058.904761904762,133.0,1
48.850374,2.391279,2020,E,68 RUE DE MONTREUIL,2472.1428571428573,28.6,1
48.890296,2.323435,2022,D,23 RUE DU DOCTEUR HEULIN,3018.896551724138,44.1,1
48.850366,2.38868,2020,D,48 RUE DE MONTREUIL,1026.2857142857142,63.3,1
48.869191,2.402741,2022,E,5 RUE DU DOCTEUR PAQUELIN,4151.0,58.3,1
48.863857,2.399463,2023,D,196 RUE DES PYRENEES,2988.4347826086955,57.6,1
48.860799,2.400385,2023,F,181 RUE DES PYRENEES,2751.7906976744184,31.0,1
